User Id,Link,Site,Name,Price,Date
6053088970,https://amzn.eu/d/4DkDX9D,amazon,"OPPO F23 5G (Bold Gold, 8GB RAM, 256GB Storage) | 5000 mAh Battery with 67W SUPERVOOC Charger | 64MP Rear Triple AI Camera with Microlens | 6.72"" FHD+ 120Hz Display | with Offers",24999.,2023-09-05 01:38:02.401112
